User_ID,Basketball,Yoga,Hiking,Cycling,Gym,Swimming,Dancing,Running,Music,Photography,Availability,Past Matches,User Score,Location,Nationality,Languages Spoken,Gender
570,5,1,4,2,4,3,2,3,3,3,"Thu, Sun, Tue, Wed","[391, 583, 705, 33, 901]",3.3,Hat Yai,Japan,"Japanese, English",Male
571,2,2,2,3,2,2,2,3,5,5,"Fri, Sun, Wed, Sat, Tue","[713, 748, 592, 754]",5.1,Chonburi,Australia,English,Male
572,5,4,3,3,2,2,3,5,3,1,"Tue, Fri, Thu, Wed",[971],5.8,Khon Kaen,Russia,"Russian, English",Prefer not to say
573,2,3,3,4,5,5,1,3,4,1,"Tue, Sun, Fri, Thu","[462, 101, 818, 557]",7.2,Khon Kaen,USA,English,Other
574,3,1,2,1,2,3,5,3,3,1,"Tue, Sat","[811, 434, 362]",7.1,Hat Yai,Spain,"Spanish, English",Male
575,2,5,2,4,1,1,2,5,2,5,"Wed, Sat, Sun, Thu, Mon","[604, 833]",3.1,Samut Prakan,India,"Hindi, English",Other
576,2,1,1,2,1,2,5,5,3,1,"Sat, Tue","[338, 345, 196, 557]",5.2,Nakhon Si Thammarat,Thai,"Thai, English",Male
577,1,3,3,5,4,3,5,3,4,3,"Thu, Mon, Fri, Tue, Wed","[847, 395]",3.0,Samut Prakan,France,"French, English",Other
578,1,5,2,5,2,1,5,4,3,1,"Thu, Sun, Wed","[658, 395, 584, 183]",2.3,Rayong,Canada,"English, French",Male
579,1,1,2,5,5,2,4,5,1,2,"Sat, Wed, Fri, Tue",[904],8.7,Surat Thani,USA,English,Female
580,3,5,3,3,4,1,2,3,4,5,"Thu, Sun, Mon, Sat, Wed",[896],5.2,Chonburi,Russia,"Russian, English",Male
581,1,2,5,1,1,2,3,2,2,1,"Fri, Sun, Tue, Sat","[673, 446, 371, 635, 67]",9.6,Pattaya,Sweden,"Swedish, English",Female
582,4,3,5,2,2,1,4,5,3,4,"Mon, Tue, Thu, Fri, Sat",[495],1.0,Chonburi,Spain,"Spanish, English",Female
583,1,4,3,1,2,3,5,5,1,1,"Wed, Thu, Sat","[133, 482, 822, 395]",9.5,Ratchaburi,Germany,"German, English",Other
584,2,2,4,3,5,5,1,2,2,5,"Tue, Fri","[787, 1, 325, 459]",1.8,Bangkok,Netherlands,"Dutch, English",Prefer not to say
585,5,4,1,1,2,3,3,3,4,2,"Sun, Mon, Sat, Thu, Wed","[907, 121, 194, 95]",3.0,Pattaya,Germany,"German, English",Prefer not to say
586,2,5,1,5,4,4,3,4,1,2,"Fri, Tue, Sat","[740, 86]",8.2,Khon Kaen,Netherlands,"Dutch, English",Other
587,2,2,3,4,2,2,5,3,3,4,"Thu, Sat, Tue, Mon","[904, 647]",7.9,Nakhon Si Thammarat,Germany,"German, English",Female
588,3,4,4,3,1,4,4,1,4,2,"Wed, Sat, Thu, Mon, Sun","[686, 711, 124, 946]",6.1,Chiang Mai,Russia,"Russian, English",Other
589,1,3,2,5,3,4,1,1,4,2,"Thu, Wed, Fri, Tue",[290],7.1,Nakhon Si Thammarat,Netherlands,"Dutch, English",Other
590,5,5,2,4,2,4,4,5,4,3,"Fri, Tue, Mon","[422, 712, 222, 921, 99]",1.8,Nakhon Ratchasima,Australia,English,Male
591,2,2,5,3,3,1,1,1,2,1,"Thu, Tue, Sun","[227, 43, 710, 596, 906]",7.9,Samut Prakan,Russia,"Russian, English",Other
592,5,3,5,2,3,1,4,5,2,3,"Sat, Fri","[633, 868, 821, 88]",6.4,Bangkok,India,"Hindi, English",Prefer not to say
593,4,2,4,2,1,4,2,3,1,5,"Thu, Sat, Sun, Tue, Mon","[793, 616, 174, 962]",9.3,Hat Yai,China,"Mandarin, English",Prefer not to say
594,4,3,4,1,3,4,4,1,1,3,"Mon, Thu","[984, 18, 613]",7.0,Hat Yai,Brazil,"Portuguese, English",Male
595,5,2,4,3,2,4,2,3,1,5,"Sat, Fri, Thu, Tue","[849, 995, 791, 886]",5.0,Udon Thani,Australia,English,Female
596,2,4,5,3,4,2,4,4,5,3,"Fri, Tue","[557, 207, 527]",2.0,Udon Thani,Netherlands,"Dutch, English",Female
597,2,1,5,4,5,2,5,4,4,2,"Thu, Fri, Sun, Mon, Sat","[117, 219, 981]",4.7,Bangkok,Germany,"German, English",Female
598,3,1,3,1,3,2,1,3,1,5,"Sat, Mon, Tue, Thu, Fri","[481, 660, 186]",1.9,Ratchaburi,Japan,"Japanese, English",Other
599,2,1,2,4,1,5,1,3,3,5,"Fri, Mon, Tue",[707],5.6,Chiang Mai,Russia,"Russian, English",Prefer not to say
600,4,5,3,1,3,2,1,5,1,1,"Wed, Thu, Tue",[859],9.6,Lampang,Spain,"Spanish, English",Other
601,5,5,5,4,4,1,1,4,3,5,"Sat, Wed, Fri, Sun, Mon","[736, 30, 313]",8.1,Surat Thani,Sweden,"Swedish, English",Female
602,4,5,3,4,1,2,3,4,2,2,"Tue, Fri, Sun, Wed","[61, 904, 808]",3.9,Ratchaburi,Brazil,"Portuguese, English",Female
603,4,5,1,1,4,2,1,1,2,3,"Sat, Fri, Tue, Thu, Wed","[391, 427, 526, 836, 811]",4.4,Hat Yai,India,"Hindi, English",Male
604,1,4,5,1,3,5,1,1,5,4,"Wed, Mon","[104, 283, 206, 357]",6.0,Surat Thani,Japan,"Japanese, English",Prefer not to say
605,2,3,5,1,4,3,2,3,4,1,"Sun, Wed, Mon, Thu","[134, 768, 367, 21]",5.8,Udon Thani,India,"Hindi, English",Female
606,2,5,2,5,3,3,3,4,4,5,"Thu, Wed, Mon, Sun","[758, 68, 72, 213, 478]",9.1,Hat Yai,Russia,"Russian, English",Other
607,2,2,1,5,5,1,2,5,1,1,"Fri, Sun, Thu, Wed, Sat","[428, 223]",8.0,Pattaya,China,"Mandarin, English",Other
608,4,5,3,3,2,4,5,4,4,3,"Fri, Wed, Sat","[550, 206]",6.0,Nakhon Si Thammarat,UK,English,Male
609,5,2,1,1,5,2,5,5,4,4,"Tue, Sat, Sun, Thu, Mon","[877, 727, 742]",3.2,Ayutthaya,Russia,"Russian, English",Prefer not to say
610,4,2,1,5,3,2,3,1,1,2,"Tue, Fri, Mon, Wed, Sun","[711, 432, 510, 668]",5.7,Udon Thani,France,"French, English",Male
611,1,1,1,4,1,1,1,3,2,5,"Wed, Thu","[234, 353]",8.9,Ayutthaya,USA,English,Other
612,5,5,5,5,1,2,1,2,3,2,"Thu, Mon, Tue","[912, 453, 76]",9.3,Khon Kaen,France,"French, English",Prefer not to say
613,3,1,2,4,5,4,1,3,4,3,"Tue, Mon, Wed, Sat, Fri",[279],3.0,Pattaya,Russia,"Russian, English",Prefer not to say
614,1,4,4,1,3,4,1,1,1,1,"Tue, Fri, Mon, Wed, Sun","[915, 261, 651]",1.1,Khon Kaen,China,"Mandarin, English",Other
615,1,2,2,2,2,3,4,4,4,3,"Sat, Thu, Mon, Wed","[864, 645]",7.6,Phuket,Canada,"English, French",Male
616,4,3,3,5,2,1,2,1,5,4,"Tue, Fri","[780, 192]",9.3,Lampang,Australia,English,Male
617,5,4,2,5,3,5,3,5,5,1,"Sat, Mon, Wed, Tue","[531, 49, 996, 179, 914]",3.4,Pattaya,India,"Hindi, English",Prefer not to say
618,1,4,1,1,4,1,1,1,5,2,"Mon, Thu","[743, 366, 64]",6.3,Phuket,Brazil,"Portuguese, English",Prefer not to say
619,2,5,1,1,4,4,1,3,1,5,"Thu, Wed, Tue, Sat, Mon","[142, 289, 895]",3.5,Rayong,South Korea,"Korean, English",Female
620,5,5,1,3,4,5,5,2,1,2,"Tue, Fri","[171, 367, 565]",5.5,Ratchaburi,India,"Hindi, English",Other
621,5,4,2,3,2,5,4,3,4,3,"Tue, Sun","[166, 706]",3.5,Rayong,Russia,"Russian, English",Male
622,4,3,5,3,5,1,3,4,1,2,"Fri, Wed","[554, 392, 287]",5.4,Phuket,Thai,"Thai, English",Male
623,3,1,2,1,2,2,1,5,1,3,"Tue, Wed, Mon, Sun","[122, 179, 373]",6.1,Nakhon Ratchasima,Netherlands,"Dutch, English",Female
624,3,2,1,4,3,5,5,4,1,2,"Wed, Sat, Fri, Mon","[330, 664, 87, 276, 750]",2.2,Samut Prakan,UK,English,Other
625,3,1,5,3,1,5,3,1,3,5,"Sun, Mon, Sat, Wed, Tue","[698, 95, 491, 276, 612]",3.0,Samut Prakan,Australia,English,Other
626,1,3,5,1,3,3,4,2,2,4,"Sat, Tue, Sun","[31, 337]",4.0,Lampang,France,"French, English",Prefer not to say
627,1,4,3,3,3,2,4,3,5,5,"Fri, Mon","[945, 552]",4.1,Nakhon Ratchasima,South Korea,"Korean, English",Female
628,4,5,4,4,5,4,1,1,3,1,"Fri, Tue, Thu","[699, 458]",4.6,Nakhon Ratchasima,France,"French, English",Other
629,1,4,1,5,1,2,4,2,1,1,"Mon, Fri, Sun","[247, 494, 454, 402]",7.3,Lampang,Russia,"Russian, English",Other
630,2,3,4,3,4,4,2,3,4,2,"Wed, Fri, Tue","[984, 107, 121, 169, 56]",7.6,Udon Thani,Japan,"Japanese, English",Prefer not to say
631,4,1,2,5,1,5,3,2,2,4,"Mon, Tue, Fri, Wed","[980, 154, 740]",4.7,Pattaya,China,"Mandarin, English",Prefer not to say
632,1,5,2,2,5,3,1,3,1,5,"Sun, Tue, Fri, Sat, Mon","[44, 717]",7.2,Bangkok,Australia,English,Prefer not to say
633,5,4,5,5,3,2,4,1,2,5,"Mon, Tue, Fri, Thu, Wed","[712, 885]",2.0,Chonburi,UK,English,Male
634,3,3,2,1,3,2,4,1,3,5,"Wed, Mon, Sat",[745],1.9,Nakhon Ratchasima,India,"Hindi, English",Female
635,1,3,1,2,1,5,3,2,4,2,"Sun, Fri, Mon, Tue, Thu","[68, 23, 654, 979]",3.3,Phuket,Sweden,"Swedish, English",Female
636,3,4,3,5,1,3,3,5,5,1,"Thu, Mon, Sat, Sun","[295, 270]",6.8,Nakhon Ratchasima,Australia,English,Female
637,3,2,4,4,5,5,5,3,5,5,"Thu, Mon","[528, 456]",5.6,Nakhon Si Thammarat,Germany,"German, English",Other
638,1,2,4,4,1,3,1,1,4,3,"Sun, Sat, Fri, Tue, Wed","[924, 6, 715, 267, 923]",4.2,Phuket,Russia,"Russian, English",Female
639,4,5,2,4,5,5,2,1,2,5,"Wed, Fri","[725, 476]",1.3,Ayutthaya,Japan,"Japanese, English",Other
640,3,2,3,4,3,2,3,5,4,5,"Wed, Sun","[172, 593, 811, 134, 246]",4.7,Lampang,Australia,English,Female
641,5,3,3,2,5,2,2,4,1,3,"Fri, Wed","[139, 58, 544]",5.5,Rayong,Russia,"Russian, English",Male
642,4,3,4,4,2,3,5,4,1,4,"Thu, Sun, Sat, Tue","[771, 128]",6.3,Pattaya,South Korea,"Korean, English",Female
643,3,4,5,1,5,2,5,1,3,2,"Wed, Fri, Sun, Sat",[824],4.7,Udon Thani,Australia,English,Other
644,1,2,5,4,4,3,5,2,3,1,"Sat, Tue","[185, 853, 806, 809, 840]",7.7,Hat Yai,Australia,English,Prefer not to say
645,5,4,4,2,5,1,2,3,3,3,"Tue, Sat, Thu, Wed, Fri","[562, 777, 600, 296, 736]",4.9,Udon Thani,South Korea,"Korean, English",Male
646,4,4,1,2,3,2,1,1,4,5,"Mon, Sat, Sun, Thu, Tue","[113, 274, 518]",6.1,Nakhon Si Thammarat,Spain,"Spanish, English",Female
647,1,4,4,5,1,3,4,1,2,1,"Sun, Tue, Wed, Fri","[819, 926]",6.9,Rayong,UK,English,Female
648,1,5,5,1,3,5,2,4,4,1,"Wed, Tue","[87, 186, 343, 957, 721]",5.4,Lampang,Canada,"English, French",Prefer not to say
649,3,1,5,3,3,5,2,4,3,5,"Thu, Sun, Tue, Mon","[593, 924]",2.4,Chonburi,Germany,"German, English",Female
650,5,4,5,4,5,3,3,1,1,2,"Tue, Sat, Fri, Thu",[417],3.0,Chonburi,China,"Mandarin, English",Female
651,3,1,1,4,3,3,2,5,1,4,"Fri, Thu",[71],7.7,Hat Yai,Canada,"English, French",Other
652,1,4,3,5,4,3,2,5,1,5,"Sun, Thu",[921],7.5,Surat Thani,China,"Mandarin, English",Female
653,3,4,5,4,5,4,4,2,5,5,"Wed, Sun, Thu, Fri, Tue","[950, 334, 136, 45]",4.2,Phuket,Australia,English,Female
654,3,5,3,1,4,2,3,3,5,2,"Mon, Tue, Fri","[951, 973, 727]",4.2,Nakhon Ratchasima,Sweden,"Swedish, English",Female
655,3,1,2,2,4,2,1,3,1,4,"Thu, Mon, Fri, Sun","[425, 822, 129, 953]",8.5,Rayong,Japan,"Japanese, English",Other
656,2,3,4,3,4,4,5,3,5,2,"Wed, Sun, Fri","[227, 220]",1.8,Chiang Mai,Sweden,"Swedish, English",Other
657,3,1,5,3,2,1,4,4,3,3,"Sun, Sat, Fri, Thu, Tue","[930, 446, 249, 987]",9.2,Nakhon Ratchasima,Japan,"Japanese, English",Male
658,3,3,2,2,2,2,3,5,2,3,"Sun, Wed","[234, 441, 829, 355]",2.1,Chonburi,Australia,English,Other
659,4,3,5,4,2,5,5,3,2,4,"Tue, Sat",[525],9.1,Ayutthaya,Russia,"Russian, English",Female
660,2,5,1,5,4,3,2,4,4,1,"Sun, Thu, Mon, Sat, Tue","[765, 379, 923]",3.6,Khon Kaen,Brazil,"Portuguese, English",Prefer not to say
661,4,3,3,4,5,1,2,5,3,5,"Wed, Sun, Thu, Mon, Tue","[678, 948, 619, 247, 359]",4.2,Lampang,Sweden,"Swedish, English",Other
662,3,1,1,2,1,3,1,5,2,1,"Thu, Wed",[688],1.1,Udon Thani,South Korea,"Korean, English",Prefer not to say
663,1,2,5,2,5,5,4,2,3,5,"Sat, Wed, Tue, Mon","[296, 499, 585, 872]",6.3,Samut Prakan,Thai,"Thai, English",Male
664,4,1,1,5,3,4,1,2,3,1,"Thu, Sat","[774, 268, 328, 416]",7.5,Pattaya,Germany,"German, English",Prefer not to say
665,4,2,1,4,1,4,4,5,4,2,"Fri, Wed","[755, 977]",9.8,Surat Thani,France,"French, English",Male
666,2,1,4,1,3,5,3,2,3,3,"Sun, Sat, Thu","[976, 534, 153]",8.2,Rayong,UK,English,Other
667,1,3,1,3,5,3,5,4,2,1,"Wed, Fri, Tue, Sun","[340, 278, 941, 19]",7.2,Hat Yai,UK,English,Other
668,3,3,1,1,2,1,5,1,3,4,"Mon, Tue, Sun","[379, 304, 63, 365, 193]",3.4,Rayong,France,"French, English",Prefer not to say
669,2,4,1,3,2,5,3,4,1,4,"Sun, Wed, Mon, Sat, Thu","[315, 908, 645]",3.2,Nakhon Ratchasima,Brazil,"Portuguese, English",Male
670,3,3,4,1,5,2,3,3,4,3,"Thu, Tue",[41],5.4,Udon Thani,Brazil,"Portuguese, English",Female
671,5,3,5,3,3,4,3,3,2,3,"Wed, Tue","[964, 422, 624, 524]",7.9,Lampang,Australia,English,Prefer not to say
672,3,3,5,1,4,4,3,5,5,4,"Fri, Sat, Tue","[610, 285]",3.4,Lampang,Thai,"Thai, English",Other
673,5,5,1,4,5,5,3,2,1,1,"Wed, Fri, Mon",[259],3.4,Ayutthaya,India,"Hindi, English",Male
674,2,1,1,4,2,3,2,4,4,1,"Fri, Tue, Thu, Wed, Sun",[104],5.7,Samut Prakan,USA,English,Prefer not to say
675,1,1,4,1,5,3,2,2,3,2,"Fri, Thu, Sat","[208, 926]",7.1,Rayong,UK,English,Male
676,2,5,4,5,4,3,4,2,2,3,"Sat, Wed, Thu","[725, 223, 932, 953]",9.7,Surat Thani,Japan,"Japanese, English",Prefer not to say
677,5,5,3,2,5,1,4,3,5,2,"Wed, Sun, Tue, Mon","[292, 137, 39, 692]",8.7,Bangkok,France,"French, English",Male
678,4,2,1,2,2,5,1,4,4,5,"Sun, Sat, Tue","[799, 539, 32, 363, 753]",6.6,Surat Thani,Russia,"Russian, English",Male
679,3,1,5,3,4,2,4,1,2,3,"Sat, Sun, Thu, Mon, Wed","[331, 749, 110]",6.4,Khon Kaen,Thai,"Thai, English",Male
680,3,3,5,2,3,3,1,3,1,4,"Sun, Mon, Thu, Wed","[797, 197, 823]",6.5,Rayong,Spain,"Spanish, English",Female
681,4,3,3,1,3,3,4,1,1,3,"Sat, Sun, Thu","[363, 871, 717, 477, 924]",1.8,Ayutthaya,Netherlands,"Dutch, English",Male
682,4,1,4,2,2,1,2,4,1,5,"Sun, Tue, Thu",[546],8.2,Udon Thani,Netherlands,"Dutch, English",Other
683,3,2,3,5,4,2,2,3,5,2,"Thu, Sat, Tue","[176, 52, 82, 468, 147]",4.1,Hat Yai,Canada,"English, French",Other
684,1,4,3,2,1,2,1,2,4,4,"Fri, Mon, Thu, Wed","[963, 389, 902, 78, 770]",5.5,Bangkok,Australia,English,Female
685,2,2,2,3,1,1,5,2,4,1,"Sat, Wed","[152, 656, 425]",3.0,Nakhon Ratchasima,India,"Hindi, English",Other
686,3,3,2,1,1,4,2,4,4,5,"Mon, Tue","[780, 858, 156, 296, 746]",8.0,Ayutthaya,Germany,"German, English",Male
687,2,5,5,3,5,3,5,5,5,3,"Mon, Thu, Tue, Sun, Fri",[298],3.8,Samut Prakan,Brazil,"Portuguese, English",Prefer not to say
688,3,1,3,2,2,3,2,2,2,2,"Sat, Fri","[476, 581, 614, 197]",3.7,Ratchaburi,South Korea,"Korean, English",Male
689,4,1,3,1,2,2,5,3,5,4,"Mon, Tue, Sat, Wed","[272, 121, 276, 697, 928]",5.0,Lampang,UK,English,Prefer not to say
690,5,3,5,5,1,2,1,1,5,2,"Mon, Wed",[613],4.0,Samut Prakan,Spain,"Spanish, English",Female
691,5,4,4,2,3,4,1,3,4,4,"Tue, Sun","[511, 643, 656, 458]",6.9,Hat Yai,China,"Mandarin, English",Male
692,2,3,1,2,5,4,1,5,1,5,"Mon, Fri, Sat, Tue","[984, 662, 708]",6.5,Ayutthaya,Spain,"Spanish, English",Other
693,3,4,2,2,2,1,1,1,5,4,"Sun, Thu","[980, 539]",5.4,Udon Thani,Thai,"Thai, English",Male
694,5,5,5,2,1,5,3,4,1,1,"Sat, Fri","[709, 597, 710, 725, 882]",8.5,Samut Prakan,Germany,"German, English",Female
695,2,5,1,2,1,4,3,3,5,3,"Thu, Wed, Sat","[651, 635, 949, 518, 439]",7.0,Phuket,Spain,"Spanish, English",Other
696,3,3,4,3,1,4,2,5,3,1,"Sun, Tue, Fri, Thu","[33, 981, 339, 325]",7.9,Samut Prakan,Spain,"Spanish, English",Female
697,1,4,1,1,2,5,2,3,1,4,"Sun, Mon","[105, 714, 59]",3.8,Udon Thani,France,"French, English",Female
698,2,3,5,4,2,5,1,3,5,1,"Sat, Wed, Mon, Tue","[578, 221, 688]",2.1,Khon Kaen,Netherlands,"Dutch, English",Other
699,4,1,5,2,4,2,3,1,4,3,"Fri, Mon","[317, 851, 230, 5, 581]",6.9,Ayutthaya,Canada,"English, French",Female
700,4,2,2,1,4,5,5,4,5,1,"Mon, Sun, Wed, Tue",[401],4.9,Samut Prakan,Russia,"Russian, English",Other
701,1,2,5,3,3,4,1,3,1,3,"Sat, Wed, Tue","[865, 355, 516]",6.5,Chiang Mai,Spain,"Spanish, English",Male
702,2,1,4,4,2,5,3,2,1,2,"Thu, Fri, Sun","[203, 417, 952, 290, 572]",5.6,Udon Thani,France,"French, English",Prefer not to say
703,1,5,2,5,3,4,1,4,3,4,"Tue, Fri, Mon, Sat",[484],1.2,Khon Kaen,China,"Mandarin, English",Other
704,3,4,3,4,4,4,5,1,4,2,"Wed, Sat, Fri, Mon","[433, 995, 303, 51, 529]",9.0,Lampang,Brazil,"Portuguese, English",Prefer not to say
705,4,5,1,2,1,1,4,2,5,3,"Sat, Thu, Wed, Tue",[228],8.1,Nakhon Si Thammarat,France,"French, English",Male
706,5,2,4,3,3,3,1,3,2,3,"Thu, Tue, Mon, Sun, Fri","[209, 787, 808]",8.9,Khon Kaen,Thai,"Thai, English",Female
707,4,4,1,2,2,5,1,3,1,4,"Wed, Tue","[310, 950]",1.7,Hat Yai,UK,English,Prefer not to say
708,2,2,5,1,3,5,4,2,4,1,"Fri, Tue, Sun, Sat","[771, 26, 447]",9.9,Udon Thani,Germany,"German, English",Female
709,4,3,2,5,1,3,1,3,3,5,"Sat, Fri, Tue, Mon",[114],6.6,Chiang Mai,Sweden,"Swedish, English",Male
710,3,3,4,5,4,5,5,3,5,1,"Thu, Sat",[382],3.9,Hat Yai,Russia,"Russian, English",Male
711,1,2,1,1,2,4,2,2,4,3,"Fri, Sun, Tue, Thu, Sat","[645, 841]",8.6,Hat Yai,Thai,"Thai, English",Male
712,1,2,4,5,5,3,1,1,4,5,"Fri, Mon, Thu","[761, 794, 722, 424]",4.8,Phuket,Spain,"Spanish, English",Other
713,1,3,4,4,1,4,5,3,4,5,"Fri, Thu","[989, 903, 959, 7]",7.2,Khon Kaen,India,"Hindi, English",Male
714,5,1,1,4,3,1,4,3,5,4,"Mon, Tue, Thu, Sun","[940, 967, 892, 14, 212]",1.5,Surat Thani,China,"Mandarin, English",Female
715,2,5,4,1,2,3,4,3,2,1,"Sun, Thu, Sat","[707, 584, 969, 313, 778]",1.5,Ayutthaya,Spain,"Spanish, English",Prefer not to say
716,2,5,4,2,2,2,4,3,3,1,"Sat, Mon","[389, 659]",8.2,Hat Yai,Spain,"Spanish, English",Prefer not to say
717,4,5,5,1,2,1,2,1,5,4,"Mon, Sun, Tue, Fri, Wed",[318],1.6,Samut Prakan,Australia,English,Male
718,1,2,1,3,4,4,4,5,2,4,"Tue, Sun","[763, 686, 957, 121, 946]",3.9,Pattaya,France,"French, English",Male
719,5,1,2,5,5,1,4,4,1,2,"Tue, Sat, Thu, Mon, Sun","[262, 94]",9.5,Surat Thani,South Korea,"Korean, English",Female
720,3,4,4,1,3,1,5,1,4,1,"Wed, Mon","[6, 769]",3.0,Samut Prakan,China,"Mandarin, English",Prefer not to say
721,4,1,4,5,3,5,3,3,4,3,"Sun, Mon","[107, 645, 181, 269, 849]",7.8,Nakhon Ratchasima,France,"French, English",Male
722,5,2,2,4,3,3,1,3,2,2,"Fri, Thu, Tue, Sun, Wed","[990, 918, 291, 379]",3.5,Phuket,USA,English,Female
723,4,5,3,4,5,4,3,2,1,1,"Wed, Sun, Tue, Thu","[467, 974]",9.7,Udon Thani,Sweden,"Swedish, English",Other
724,1,2,5,2,4,4,2,4,1,5,"Tue, Mon, Wed",[503],9.5,Surat Thani,Russia,"Russian, English",Male
725,5,4,1,4,3,3,1,1,4,1,"Mon, Sun, Sat, Wed, Fri","[12, 976]",1.1,Ratchaburi,Germany,"German, English",Female
726,2,5,1,4,3,1,2,3,2,5,"Sun, Tue","[314, 607, 391]",4.0,Chonburi,Germany,"German, English",Female
727,3,5,4,1,1,5,2,4,2,5,"Sat, Tue, Thu",[66],9.6,Phuket,UK,English,Prefer not to say
728,2,1,1,1,1,4,1,5,4,3,"Wed, Fri, Tue","[752, 443]",8.5,Rayong,Germany,"German, English",Male
729,2,2,1,2,2,2,3,3,5,1,"Tue, Sat, Mon, Wed","[490, 62, 179]",4.7,Chiang Mai,USA,English,Female
730,5,4,1,1,2,1,2,3,2,2,"Wed, Tue, Sun, Mon, Sat",[664],2.7,Ratchaburi,Canada,"English, French",Other
731,4,2,4,3,4,3,4,4,3,3,"Mon, Fri","[120, 708, 892, 433, 509]",7.7,Pattaya,Australia,English,Other
732,1,2,4,3,2,4,4,5,4,2,"Wed, Sun, Sat, Fri","[593, 793, 479, 783]",7.6,Bangkok,USA,English,Other
733,5,2,5,3,4,3,5,2,5,5,"Thu, Wed, Sat, Mon, Tue","[257, 782]",6.8,Nakhon Ratchasima,Thai,"Thai, English",Female
734,1,5,3,1,4,3,4,3,4,1,"Wed, Sat, Sun, Tue, Mon","[888, 125, 614]",5.4,Chiang Mai,Brazil,"Portuguese, English",Other
735,2,1,2,4,2,4,1,5,2,4,"Sun, Wed, Sat, Mon, Thu","[759, 530, 609, 486]",4.1,Udon Thani,Sweden,"Swedish, English",Male
736,3,5,3,4,4,5,1,1,2,3,"Wed, Tue, Sat, Thu","[670, 831, 410]",5.1,Ayutthaya,Russia,"Russian, English",Female
737,1,2,2,2,3,5,3,3,3,5,"Mon, Fri, Wed, Tue, Sat","[593, 738, 692, 73]",1.7,Surat Thani,Japan,"Japanese, English",Other
738,1,3,4,5,1,1,2,5,1,1,"Tue, Wed, Fri, Mon","[409, 704, 444, 591, 265]",1.6,Chiang Mai,Sweden,"Swedish, English",Prefer not to say
739,5,1,2,4,1,3,5,5,4,1,"Sat, Sun, Wed","[202, 371, 504, 334, 173]",6.3,Lampang,Netherlands,"Dutch, English",Other
740,5,2,3,4,5,2,2,4,5,3,"Thu, Tue, Wed, Fri, Sat",[517],4.3,Pattaya,Russia,"Russian, English",Male
741,1,1,5,2,5,2,5,5,4,5,"Fri, Sun","[631, 891]",8.3,Nakhon Si Thammarat,Spain,"Spanish, English",Other
742,5,5,1,5,3,5,2,2,1,5,"Mon, Sat","[995, 443, 850, 401]",1.4,Nakhon Ratchasima,Canada,"English, French",Prefer not to say
743,3,1,4,2,4,3,1,5,5,4,"Sat, Tue","[277, 933, 972, 294, 326]",5.1,Chiang Mai,UK,English,Male
744,3,2,4,5,3,1,4,4,2,4,"Sat, Sun, Mon, Thu","[943, 992, 747]",5.6,Ratchaburi,Thai,"Thai, English",Female
745,3,1,5,1,4,4,5,2,2,1,"Fri, Tue","[238, 582, 88, 675]",9.6,Khon Kaen,India,"Hindi, English",Prefer not to say
746,3,4,5,3,2,5,1,1,5,4,"Sun, Fri, Wed, Thu, Tue","[179, 170, 354, 514, 227]",5.0,Nakhon Si Thammarat,India,"Hindi, English",Female
747,1,3,5,3,3,1,1,2,4,5,"Sat, Thu, Mon","[19, 817, 977, 922, 971]",7.6,Samut Prakan,USA,English,Male
748,2,5,3,3,2,2,1,4,4,5,"Sun, Tue","[319, 963, 850]",8.1,Bangkok,Brazil,"Portuguese, English",Male
749,5,4,5,1,4,1,2,1,4,1,"Wed, Sat, Fri, Sun, Tue","[96, 252, 210]",5.4,Nakhon Ratchasima,Russia,"Russian, English",Other
750,2,5,3,1,3,1,4,1,5,5,"Fri, Wed","[159, 693, 479]",7.4,Chonburi,Germany,"German, English",Female
751,2,2,2,1,5,5,1,2,5,2,"Sun, Thu, Wed, Sat","[994, 69, 239, 635]",4.3,Samut Prakan,Spain,"Spanish, English",Prefer not to say
752,3,1,3,4,1,1,4,1,2,4,"Sun, Fri, Mon, Tue","[124, 736]",3.1,Ratchaburi,India,"Hindi, English",Prefer not to say
753,5,4,1,2,5,3,4,5,4,2,"Tue, Sat","[118, 149]",9.5,Khon Kaen,Germany,"German, English",Prefer not to say
754,2,5,1,5,5,5,5,2,2,3,"Sun, Tue, Fri, Mon","[478, 115, 177, 883, 318]",6.9,Lampang,Thai,"Thai, English",Other
755,3,2,4,4,5,5,1,1,1,3,"Mon, Wed, Thu","[727, 966, 502, 457]",7.3,Ayutthaya,Sweden,"Swedish, English",Female
756,3,4,4,4,3,4,1,5,1,2,"Mon, Fri","[703, 308]",5.6,Hat Yai,Brazil,"Portuguese, English",Male
757,4,2,1,4,5,4,5,4,5,2,"Wed, Sat, Sun, Fri","[154, 424, 594, 897, 735]",2.3,Surat Thani,Australia,English,Female
758,1,4,5,4,4,2,2,3,1,4,"Wed, Thu, Sat, Sun, Mon","[930, 599, 557, 816, 69]",9.5,Pattaya,UK,English,Male
759,5,3,4,1,5,5,5,2,1,5,"Thu, Wed, Fri",[376],6.8,Lampang,Australia,English,Other
760,3,5,4,5,1,4,5,3,4,5,"Mon, Sun, Fri","[681, 249, 747, 589, 35]",6.3,Udon Thani,Spain,"Spanish, English",Prefer not to say
761,5,4,4,1,3,2,2,4,4,1,"Fri, Wed","[614, 425, 132, 822, 916]",8.3,Surat Thani,USA,English,Female
